year,month,day,wday,pct_delayed,n_delayed,n_flights,pct_weather_delays,pct_security_delays,is_weekend,time
2008,11,16,7,34.2927631578947,1251,3653,2.76485080755543,0.0273747604708459,1,321
2008,11,17,1,27.5670372792675,843,3064,1.76240208877285,0.097911227154047,0,322
2008,11,18,2,27.8222222222222,626,2254,1.37533274179237,0.266193433895297,0,323
2008,11,19,3,32.7472527472527,894,2744,0.65597667638484,0.255102040816327,0,324
2008,11,20,4,31.969246031746,1289,4035,1.75960346964064,0.272614622057001,0,325
2008,11,21,5,31.9157553665452,1576,4943,2.73113493829658,0.202306291725673,0,326
2008,11,22,6,30.8842652795839,950,3092,2.52263906856404,0.194049159120311,1,327
2008,11,23,7,26.5070189925681,642,2427,1.68932838895756,0.206015657189946,1,328
2008,11,24,1,29.8692810457516,914,3067,2.57580697750245,0.097815454841865,0,329
2008,11,25,2,27.5464265616207,979,3561,1.8253299634934,0.05616399887672,0,330
2008,11,26,3,26.0830860534125,879,3373,1.18588793359028,0.148235991698785,0,331
2008,11,27,4,27.0531400966184,392,1451,3.51481736733287,0.206753962784287,0,332
2008,11,28,5,22.2029988465975,385,1736,2.59216589861751,0.230414746543779,0,333
2008,11,29,6,41.5979259957577,1765,4260,4.76525821596244,0.352112676056338,1,334
2008,11,30,7,67.5726728932732,6439,9646,10.0870827285922,0.352477710968277,1,335
2008,12,1,1,58.3704708389847,6025,10367,7.94829748239607,0.453361628243465,0,336
2008,12,2,2,27.1006374348078,1403,5184,1.35030864197531,0.250771604938272,0,337
2008,12,3,3,32.6888832358179,1285,3941,4.82111139304745,0.101497081958894,0,338
2008,12,4,4,37.9156908665105,1619,4293,2.93501048218029,0.372699743768926,0,339
2008,12,5,5,28.2937365010799,1048,3726,1.82501341921632,0.187869028448739,0,340
2008,12,6,6,34.4639376218324,884,2574,6.99300699300699,0.427350427350427,1,341
2008,12,7,7,41.3053949903661,1715,4166,3.72059529524724,0.192030724915987,1,342
2008,12,8,1,35.3394604209902,1192,3388,5.46044864226682,0.295159386068477,0,343
2008,12,9,2,48.2198142414861,1869,3944,10.3448275862069,0.0760649087221095,0,344
2008,12,10,3,58.2703300756039,3160,5482,7.98978475009121,0.127690623859905,0,345
2008,12,11,4,47.6925807596734,2687,5661,9.06200317965024,0.123653064829535,0,346
2008,12,12,5,38.0560454634529,1942,5117,3.67402775063514,0.156341606410006,0,347
2008,12,13,6,33.6789297658863,1007,3009,5.01827849783981,0.365569956796278,1,348
2008,12,14,7,46.5406275140788,2314,4999,4.36087217443489,0.18003600720144,1,349
2008,12,15,1,52.1851953018301,3821,7382,10.024383635871,0.135464643727987,0,350
2008,12,16,2,57.2066234701224,3973,7069,14.5140755410949,0.22634035931532,0,351
2008,12,17,3,53.2890213156085,4650,8874,7.52760874464728,0.214108631958531,0,352
2008,12,18,4,52.9780564263323,4732,9066,10.9640414736378,0.408118243988529,0,353
2008,12,19,5,60.3322528363047,5956,9989,12.1233356692362,0.400440484532986,0,354
2008,12,20,6,57.4507658643326,5251,9249,11.5580062709482,0.713590658449562,1,355
2008,12,21,7,62.8634894991923,6226,9994,13.9683810286172,0.220132079247549,1,356
2008,12,22,1,52.0497596833475,5523,10693,7.97718133358272,0.813616384550641,0,357
2008,12,23,2,55.5217060167555,5832,10621,9.92373599472743,0.640241031917899,0,358
2008,12,24,3,57.0373106760251,4632,8169,9.54829232464194,0.367242012486228,0,359
2008,12,25,4,39.7371714643304,1905,4851,5.56586270871985,0.10307153164296,0,360
2008,12,26,5,58.4655152156033,4976,8707,9.31434478006202,0.356035373837143,0,361
2008,12,27,6,61.5762471345923,5641,9241,10.648198246943,0.313818850773726,1,362
2008,12,28,7,38.6826182618262,2813,7300,4.01369863013699,0.246575342465753,1,363
2008,12,29,1,25.6540560888387,1363,5327,1.31406044678055,0.563168762905951,0,364
2008,12,30,2,34.4430887223287,1976,5810,3.94148020654045,0.413080895008606,0,365
2008,12,31,3,40.5746456998641,2090,5192,5.98998459167951,0.500770416024653,0,366
